Date,Product Name,Ingredient,Quantity Sold,Temperature,Day of Week,Holiday,Promotion
2023-10-12,Crackling Brownie Pastry,Chocolate,158,34,Thursday,1,0
2023-03-22,Scone,Sugar,83,23,Wednesday,1,0
2023-04-01,Cappuccino,Milk,191,15,Saturday,0,0
2023-02-14,Pizza,Dough,103,32,Tuesday,1,1
2023-02-02,Pudding,Sugar,246,34,Thursday,0,0
2023-04-06,Cheesecake Shake,Cheesecake,274,28,Thursday,0,0
2023-04-07,Green Tea,Green Tea,57,38,Friday,1,1
2023-12-22,Donut,Eggs,231,31,Friday,0,0
2023-10-19,Watermelon Granita,Ice,264,33,Thursday,0,0
2023-02-21,Pizza,Tomato,62,17,Tuesday,0,0
2023-11-15,Cafe Latte,Espresso,72,23,Wednesday,1,0
2023-06-20,Mousse,Eggs,83,20,Tuesday,1,1
2023-11-20,Watermelon Granita,Ice,254,37,Monday,1,0
2023-09-20,Crunchy Frappe,Chocolate,289,24,Wednesday,1,0
2023-06-30,Pineapple Delight Pastry,Butter,280,24,Friday,0,0
2023-07-26,Popcorn,Corn,166,19,Wednesday,0,1
2023-08-02,Ginger Tea,Tea,70,16,Wednesday,0,1
2023-10-10,Soup,Stock,250,32,Tuesday,0,1
2023-02-16,Classic Lemonade,Lemon,219,30,Thursday,1,0
2023-03-19,Affogato,Espresso,101,32,Sunday,0,0
2023-10-06,Masala Tea,Spices,261,34,Friday,1,0
2023-09-07,Chocolate Fantasy Cake Shake,Milk,95,26,Thursday,0,1
2023-01-18,Cutlet,Spices,162,37,Wednesday,1,1
2023-07-15,Classic Lemonade,Sugar,229,30,Saturday,0,0
2023-06-16,Cheesecake Shake,Milk,269,29,Friday,0,1
2023-05-15,Tacos,Cheese,123,34,Monday,1,1
2023-08-27,Red Velvet Cake Shake,Milk,130,36,Sunday,1,1
2023-03-30,Mousse,Eggs,67,20,Thursday,1,1
2023-03-28,Classic Lemonade,Sugar,79,38,Tuesday,0,0
2023-02-21,Pizza,Cheese,254,27,Tuesday,1,1
2023-12-03,Pizza,Cheese,237,20,Sunday,1,0
2023-12-07,Cappuccino,Foam,297,39,Thursday,1,1
2023-03-10,Popcorn,Butter,281,25,Friday,0,0
2023-03-01,Flat White,Espresso,72,20,Wednesday,0,0
2023-07-22,Iced Mocha,Milk,152,35,Saturday,1,0
2023-01-23,Chocolate Fantasy Cake Shake,Milk,227,19,Monday,1,1
2023-12-16,Macaron,Almond Flour,112,27,Saturday,0,0
2023-10-02,Tropical Iceberg,Coconut,241,16,Monday,1,1
2023-09-05,Long Black,Coffee,75,31,Tuesday,1,1
2023-01-05,Breve,Milk,144,25,Thursday,1,0
2023-12-22,Donut,Sugar,166,17,Friday,0,0
2023-12-16,Macaron,Almond Flour,112,27,Saturday,0,0
2023-11-19,Vanilla Cappuccino,Milk,283,21,Sunday,0,1
2023-01-10,Mousse,Cream,80,31,Tuesday,1,1
2023-12-17,Cookie,Flour,228,24,Sunday,1,0
2023-10-15,Muffin,Flour,65,29,Sunday,0,0
2023-05-30,Turmeric Ginger Cappuccino,Ginger,201,39,Tuesday,0,0
2023-10-02,Tropical Iceberg,Coconut,241,16,Monday,1,1
2023-01-20,Watermelon Mojito,Lime,102,18,Friday,0,0
2023-06-18,Espresso,Coffee,200,39,Sunday,0,0
2023-05-19,Panini,Bread,268,21,Friday,1,0
2023-09-27,Pineapple Delight Pastry,Butter,96,21,Wednesday,0,1
2023-12-27,Iced Mocha,Chocolate,147,39,Wednesday,0,1
2023-03-17,Red Eye,Milk,174,20,Friday,1,0
2023-07-07,Panini,Ham,94,38,Friday,1,1
2023-11-26,Tacos,Cheese,187,36,Sunday,0,1
2023-12-17,Cookie,Chocolate Chips,81,22,Sunday,1,0
2023-10-11,Brownie,Sugar,92,32,Wednesday,1,0
2023-04-24,Cake,Eggs,184,23,Monday,0,0
2023-07-31,Herbal Tea,Herbs,234,39,Monday,0,0
2023-08-28,Bagel,Yeast,240,16,Monday,0,1
2023-05-15,Tacos,Meat,177,24,Monday,0,0
2023-12-06,Tropical Iceberg,Pineapple,197,19,Wednesday,0,0
2023-08-06,Ginger Tea,Tea,64,25,Sunday,1,0
2023-04-14,Mousse,Eggs,153,36,Friday,0,1
2023-11-18,Cake,Sugar,197,16,Saturday,1,0
2023-11-23,Crackling Brownie Pastry,Chocolate,145,39,Thursday,1,1
2023-10-22,Donut,Sugar,107,23,Sunday,0,0
2023-12-24,Red Eye,Espresso,69,31,Sunday,1,1
2023-10-10,Soup,Vegetables,154,23,Tuesday,0,1
2023-06-21,Earl Grey Orange Tea,Orange,69,26,Wednesday,0,1
2023-01-31,Baguette,Flour,207,39,Tuesday,0,1
2023-04-16,Crackling Brownie Pastry,Flour,149,17,Sunday,1,1
2023-10-26,Salad,Tomato,202,19,Thursday,0,0
2023-07-13,Red Eye,Espresso,110,16,Thursday,1,0
2023-12-10,Lemon Green Coffee,Lemon,119,23,Sunday,1,0
2023-10-02,Tropical Iceberg,Ice,239,27,Monday,0,0
2023-11-27,Affogato,Ice Cream,237,24,Monday,1,0
2023-06-17,Lemon Green Coffee,Green Tea,138,19,Saturday,1,1
2023-10-05,Macchiato,Espresso,199,22,Thursday,0,0
2023-01-22,Muffin,Eggs,62,19,Sunday,1,1
2023-07-18,Black Eye,Espresso,137,32,Tuesday,0,1
2023-08-16,Filter Coffee,Coffee,254,36,Wednesday,1,0
2023-09-19,Cake,Flour,137,20,Tuesday,0,0
2023-03-11,Chocolate Fantasy Cake Shake,Milk,272,27,Saturday,0,0
2023-03-24,Pineapple Delight Pastry,Pineapple,215,26,Friday,0,1
2023-11-16,Eclair,Flour,263,31,Thursday,1,0
2023-05-12,Watermelon Mojito,Lime,65,34,Friday,1,0
2023-03-22,Scone,Flour,98,16,Wednesday,0,0
2023-03-22,Scone,Flour,98,16,Wednesday,0,0
2023-08-28,Bagel,Flour,175,27,Monday,0,0
2023-11-14,Dark Frappe,Chocolate,171,38,Tuesday,0,0
2023-09-25,Eclair,Flour,191,18,Monday,0,0
2023-03-29,Dark Frappe,Ice,90,19,Wednesday,1,0
2023-03-09,Vegan Shake,Almond Milk,252,27,Thursday,1,0
2023-03-12,Macchiato,Milk,210,26,Sunday,0,0
2023-03-01,Flat White,Espresso,72,20,Wednesday,0,0
2023-09-28,Red Eye,Coffee,159,30,Thursday,1,0
2023-08-31,Mousse,Chocolate,226,32,Thursday,0,1
2023-09-26,Tropical Iceberg,Pineapple,151,18,Tuesday,0,0
2023-03-22,Scone,Flour,98,16,Wednesday,0,0
2023-12-08,Tropical Iceberg,Pineapple,282,39,Friday,0,1
2023-03-15,Earl Grey Orange Tea,Orange,183,15,Wednesday,1,0
2023-11-13,Cheesecake Shake,Cheesecake,232,39,Monday,1,0
2023-01-01,Breve,Cream,244,40,Sunday,1,0
2023-06-27,Watermelon Mojito,Ice,242,30,Tuesday,1,0
2023-10-23,Muffin,Eggs,249,38,Monday,1,1
2023-04-23,Iced Mocha,Chocolate,122,31,Sunday,0,0
2023-05-04,Mousse,Chocolate,192,22,Thursday,1,1
2023-03-15,Earl Grey Orange Tea,Tea,243,27,Wednesday,1,1
2023-12-02,Macaron,Sugar,171,23,Saturday,0,1
2023-03-18,Granola Bar,Nuts,234,27,Saturday,0,1
2023-10-20,Soup,Vegetables,156,21,Friday,0,1
2023-10-29,Macaron,Almond Flour,79,29,Sunday,0,1
2023-09-15,Flat White,Espresso,223,38,Friday,1,1
2023-06-05,Masala Tea,Spices,58,32,Monday,1,1
2023-03-11,Chocolate Fantasy Cake Shake,Milk,272,27,Saturday,0,0
2023-03-28,Classic Lemonade,Sugar,79,38,Tuesday,0,0
2023-07-01,Turmeric Ginger Cappuccino,Ginger,165,21,Saturday,1,0
2023-01-21,Pasta,Pasta,139,16,Saturday,0,0
2023-08-25,Pasta,Pasta,114,18,Friday,1,1
2023-02-05,Brioche,Sugar,223,26,Sunday,1,1
2023-10-27,Cupcake,Sugar,276,15,Friday,0,0
2023-03-19,Affogato,Espresso,101,32,Sunday,0,0
2023-05-01,Scone,Sugar,102,34,Monday,0,1
2023-11-24,Lemon Cake Shake,Lemon Cake,182,25,Friday,1,1
2023-09-19,Cake,Sugar,211,26,Tuesday,1,0
2023-12-31,Cake,Flour,65,29,Sunday,0,0
2023-02-08,Mango Frappe,Ice,139,16,Wednesday,0,1
2023-09-07,Chocolate Fantasy Cake Shake,Chocolate Cake,53,28,Thursday,0,0
2023-03-07,Red Velvet Cake Shake,Milk,161,40,Tuesday,1,1
2023-01-10,Mousse,Eggs,101,32,Tuesday,0,1
2023-07-11,Peach Iced Tea,Ice,272,37,Tuesday,1,1
2023-11-15,Cafe Latte,Milk,136,34,Wednesday,1,0
2023-01-01,Breve,Cream,244,40,Sunday,1,0
2023-11-05,Granola Bar,Oats,203,18,Sunday,0,1
2023-05-22,Salad,Lettuce,249,33,Monday,1,0
2023-04-22,Ginger Tea,Ginger,283,16,Saturday,0,1
2023-11-24,Lemon Cake Shake,Milk,222,20,Friday,0,0
2023-04-01,Cappuccino,Espresso,219,40,Saturday,0,1
2023-10-21,Red Eye,Coffee,154,21,Saturday,0,0
2023-05-28,Espresso,Coffee,83,31,Sunday,0,1
2023-12-22,Donut,Sugar,166,17,Friday,0,0
2023-08-19,Baguette,Flour,243,21,Saturday,0,1
2023-08-11,Salad,Lettuce,116,17,Friday,1,1
2023-01-20,Watermelon Mojito,Mint,292,19,Friday,1,0
2023-07-02,Panini,Cheese,74,28,Sunday,0,1
2023-10-22,Donut,Sugar,107,23,Sunday,0,0
2023-04-29,Cupcake,Eggs,122,15,Saturday,0,1
2023-07-16,Tropical Iceberg,Coconut,148,20,Sunday,0,0
2023-06-09,Muffin,Eggs,67,16,Friday,0,0
2023-03-23,Americano,Water,108,37,Thursday,0,1
2023-09-05,Long Black,Coffee,75,31,Tuesday,1,1
2023-08-17,Watermelon Mojito,Mint,287,28,Thursday,0,0
2023-09-16,Granola Bar,Oats,225,15,Saturday,0,1
2023-04-29,Cupcake,Flour,229,36,Saturday,0,0
2023-02-04,Croissant,Butter,192,26,Saturday,0,1
2023-11-16,Eclair,Cream,222,24,Thursday,0,1
2023-02-13,Panini,Cheese,108,40,Monday,0,0
2023-07-19,Iced Tea Latte,Milk,170,35,Wednesday,1,1
2023-05-14,Pudding,Sugar,251,25,Sunday,1,0
2023-05-09,Cappuccino,Milk,125,29,Tuesday,1,0
2023-12-13,Croissant,Flour,110,37,Wednesday,0,0
2023-06-25,Cortado,Espresso,295,21,Sunday,1,1
2023-01-08,Popcorn,Butter,289,37,Sunday,1,0
2023-04-07,Green Tea,Green Tea,57,38,Friday,1,1
2023-12-01,Cocoa Fantasy Pastry,Chocolate,178,34,Friday,1,1
2023-09-29,Crunchy Frappe,Chocolate,279,35,Friday,1,1
2023-06-02,Donut,Eggs,277,38,Friday,0,1
2023-06-27,Watermelon Mojito,Ice,242,30,Tuesday,1,0
2023-01-19,Cupcake,Sugar,235,24,Thursday,0,1
2023-07-11,Peach Iced Tea,Peach,125,31,Tuesday,0,0
2023-02-05,Brioche,Eggs,227,37,Sunday,1,1
2023-06-04,Pizza,Cheese,151,24,Sunday,0,1
2023-07-13,Red Eye,Espresso,110,16,Thursday,1,0
2023-10-27,Cupcake,Eggs,96,30,Friday,1,1
2023-07-25,Tropical Iceberg,Ice,194,17,Tuesday,1,0
2023-04-11,Pizza,Dough,101,15,Tuesday,0,1
2023-01-05,Breve,Milk,144,25,Thursday,1,0
2023-08-15,Red Velvet Cake Shake,Red Velvet Cake,241,29,Tuesday,0,0
2023-04-17,Turmeric Ginger Cappuccino,Espresso,294,17,Monday,1,0
2023-01-30,Breve,Milk,147,27,Monday,0,0
2023-07-21,Pineapple Delight Pastry,Flour,131,30,Friday,0,0
2023-06-24,Cake,Flour,98,30,Saturday,0,0
2023-01-06,Vanilla Cappuccino,Vanilla,181,21,Friday,0,0
2023-01-04,Eclair,Flour,120,37,Wednesday,0,1
2023-05-21,Panini,Bread,254,36,Sunday,0,1
2023-04-30,Soup,Vegetables,53,26,Sunday,0,0
2023-05-17,Pineapple Delight Pastry,Butter,172,28,Wednesday,0,1
2023-03-28,Classic Lemonade,Water,250,17,Tuesday,0,1
2023-09-25,Eclair,Chocolate,220,28,Monday,0,1
2023-02-08,Mango Frappe,Milk,190,29,Wednesday,0,0
2023-10-26,Salad,Lettuce,134,37,Thursday,0,1
2023-03-07,Red Velvet Cake Shake,Milk,161,40,Tuesday,1,1
2023-09-09,Pasta,Tomato,266,36,Saturday,1,0
2023-12-09,Tropical Iceberg,Pineapple,230,18,Saturday,1,0
2023-07-11,Peach Iced Tea,Peach,125,31,Tuesday,0,0
2023-09-25,Eclair,Chocolate,220,28,Monday,0,1
2023-12-05,Earl Grey Orange Tea,Tea,82,15,Tuesday,1,1
2023-08-10,Cutlet,Spices,57,23,Thursday,1,0
2023-12-05,Earl Grey Orange Tea,Tea,82,15,Tuesday,1,1
2023-02-22,Donut,Flour,66,40,Wednesday,0,0
2023-07-12,Americano,Water,149,24,Wednesday,0,0
2023-12-18,Crunchy Frappe,Milk,99,15,Monday,1,1
2023-10-11,Brownie,Flour,110,21,Wednesday,1,0
2023-01-23,Chocolate Fantasy Cake Shake,Chocolate Cake,168,40,Monday,1,0
2023-02-19,Hot Velvet Coffee,Chocolate,84,38,Sunday,0,0
2023-04-22,Ginger Tea,Ginger,283,16,Saturday,0,1
2023-01-26,Cupcake,Eggs,137,29,Thursday,1,0
2023-05-05,Flat White,Milk,121,29,Friday,0,0
2023-09-20,Crunchy Frappe,Milk,164,21,Wednesday,1,1
2023-03-13,Iced Coffee,Coffee,159,37,Monday,1,1
2023-12-25,Iced Cappuccino,Milk,265,31,Monday,0,1
2023-08-31,Mousse,Cream,206,33,Thursday,1,0
2023-06-06,Bagel,Flour,68,20,Tuesday,1,0
2023-06-10,Crackling Brownie Pastry,Chocolate,63,16,Saturday,1,1
2023-07-12,Americano,Coffee,114,15,Wednesday,1,0
2023-10-13,Ginger Tea,Ginger,300,16,Friday,0,1
2023-06-26,Mango Frappe,Milk,204,22,Monday,1,0
2023-08-30,Espresso,Coffee,82,33,Wednesday,1,1
2023-02-03,Turmeric Ginger Cappuccino,Ginger,263,34,Friday,0,1
2023-02-13,Panini,Ham,163,27,Monday,1,1
2023-06-22,Breve,Milk,228,38,Thursday,0,0
2023-09-27,Pineapple Delight Pastry,Butter,96,21,Wednesday,0,1
2023-11-22,Elaichi Tea,Cardamom,168,21,Wednesday,0,1
2023-05-13,Danish,Sugar,237,17,Saturday,0,0
2023-05-18,Gourmet Belgian Cold Chocolate,Milk,230,21,Thursday,0,0
2023-02-11,Black Eye,Espresso,298,30,Saturday,0,0
2023-07-22,Iced Mocha,Milk,152,35,Saturday,1,0
2023-09-04,Cafe Latte,Espresso,190,38,Monday,0,0
2023-05-11,Affogato,Ice Cream,272,26,Thursday,1,0
2023-01-06,Vanilla Cappuccino,Milk,135,22,Friday,1,0
2023-10-09,Flavoured Ice Cream,Flavouring,179,18,Monday,1,1
2023-12-23,Iced Tea Latte,Milk,195,33,Saturday,1,1
2023-01-01,Breve,Espresso,203,32,Sunday,0,0
2023-02-13,Panini,Bread,191,36,Monday,1,1
2023-09-22,Cookie,Chocolate Chips,50,29,Friday,1,0
2023-02-06,Vanilla Latte,Vanilla,277,19,Monday,0,1
2023-09-19,Cake,Eggs,116,26,Tuesday,0,0
2023-02-06,Vanilla Latte,Milk,256,23,Monday,0,1
2023-09-27,Pineapple Delight Pastry,Flour,77,28,Wednesday,1,1
2023-06-13,Pizza,Tomato,143,15,Tuesday,0,0
2023-01-04,Eclair,Cream,210,35,Wednesday,0,0
2023-06-02,Donut,Eggs,277,38,Friday,0,1
2023-05-11,Affogato,Ice Cream,272,26,Thursday,1,0
2023-01-07,Red Velvet Cake Shake,Red Velvet Cake,64,21,Saturday,1,0
2023-04-22,Ginger Tea,Tea,179,19,Saturday,0,1
2023-10-10,Soup,Stock,250,32,Tuesday,0,1
2023-07-13,Red Eye,Milk,196,15,Thursday,1,1
2023-12-31,Cake,Sugar,79,16,Sunday,1,0
2023-05-31,Cappuccino,Espresso,180,21,Wednesday,1,1
2023-01-26,Cupcake,Sugar,276,21,Thursday,1,1
2023-01-19,Cupcake,Sugar,235,24,Thursday,0,1
2023-05-23,Pudding,Milk,290,21,Tuesday,0,1
2023-09-17,Cookie,Flour,276,22,Sunday,0,0
2023-12-11,Donut,Flour,204,30,Monday,0,0
2023-05-23,Pudding,Milk,290,21,Tuesday,0,1
2023-10-22,Donut,Eggs,166,15,Sunday,1,0
2023-11-27,Affogato,Espresso,120,23,Monday,0,0
2023-04-03,Iced Latte,Ice,225,32,Monday,0,0
2023-04-12,Muffin,Flour,207,19,Wednesday,1,0
2023-05-31,Cappuccino,Milk,109,25,Wednesday,0,0
2023-10-03,Long Black,Water,105,16,Tuesday,0,1
2023-06-04,Pizza,Dough,125,32,Sunday,1,1
2023-04-02,Lemon Cake Shake,Milk,277,31,Sunday,0,1
2023-11-12,Cafe Latte,Milk,204,34,Sunday,1,1
2023-05-18,Gourmet Belgian Cold Chocolate,Ice,62,22,Thursday,0,0
2023-04-23,Iced Mocha,Espresso,242,19,Sunday,0,1
2023-03-13,Iced Coffee,Coffee,159,37,Monday,1,1
2023-09-24,Chocolate Fantasy Cake Shake,Chocolate Cake,254,17,Sunday,0,1
2023-07-03,Dark Frappe,Ice,77,31,Monday,0,0
2023-08-18,Gourmet Belgian Hot Chocolate,Chocolate,299,38,Friday,0,0
2023-06-17,Lemon Green Coffee,Lemon,172,38,Saturday,0,1
2023-08-17,Watermelon Mojito,Ice,145,26,Thursday,0,0
2023-03-15,Earl Grey Orange Tea,Orange,183,15,Wednesday,1,0
2023-11-27,Affogato,Espresso,120,23,Monday,0,0
2023-02-10,Classic Lemonade,Water,262,24,Friday,0,0
2023-05-04,Mousse,Chocolate,192,22,Thursday,1,1
2023-12-30,Mango Frappe,Ice,251,27,Saturday,0,1
2023-09-01,Iced Mocha,Chocolate,103,40,Friday,1,0
2023-04-21,Eclair,Cream,168,24,Friday,1,1
2023-10-18,Black Eye,Coffee,290,34,Wednesday,1,1
2023-08-23,Red Eye,Coffee,243,39,Wednesday,0,1
2023-07-26,Popcorn,Butter,134,19,Wednesday,0,1
2023-03-22,Scone,Flour,98,16,Wednesday,0,0
2023-11-27,Affogato,Espresso,120,23,Monday,0,0
2023-10-30,Granola Bar,Oats,119,40,Monday,0,1
2023-11-17,Pudding,Milk,230,26,Friday,0,0
2023-01-27,Cocoa Fantasy Pastry,Flour,104,18,Friday,0,1
2023-08-05,Vienna,Coffee,231,23,Saturday,1,0
2023-10-20,Soup,Vegetables,156,21,Friday,0,1
2023-09-20,Crunchy Frappe,Chocolate,289,24,Wednesday,1,0
2023-12-10,Lemon Green Coffee,Green Tea,70,35,Sunday,1,1
2023-04-01,Cappuccino,Milk,191,15,Saturday,0,0
2023-08-04,Vegan Shake,Banana,240,29,Friday,1,1
2023-09-08,Cake,Eggs,300,16,Friday,0,1
2023-11-11,Filter Coffee,Coffee,207,21,Saturday,0,1
2023-12-26,Red Velvet Cake Shake,Red Velvet Cake,296,40,Tuesday,0,1
2023-08-21,Elaichi Tea,Tea,95,16,Monday,1,0
2023-09-21,Croissant,Yeast,174,19,Thursday,0,1
2023-12-24,Red Eye,Espresso,69,31,Sunday,1,1
2023-06-04,Pizza,Tomato,263,34,Sunday,1,0
2023-04-12,Muffin,Flour,207,19,Wednesday,1,0
2023-01-07,Red Velvet Cake Shake,Milk,54,35,Saturday,0,0
2023-03-08,Eclair,Cream,65,31,Wednesday,1,0
2023-04-19,Pasta,Pasta,90,31,Wednesday,0,0
2023-09-20,Crunchy Frappe,Ice,83,36,Wednesday,0,0
2023-02-21,Pizza,Cheese,254,27,Tuesday,1,1
2023-05-04,Mousse,Cream,238,32,Thursday,1,0
2023-12-18,Crunchy Frappe,Ice,91,37,Monday,0,0
2023-02-24,Filter Coffee,Coffee,65,25,Friday,1,1
2023-02-21,Pizza,Dough,157,27,Tuesday,1,1
2023-07-04,Red Velvet Cake Shake,Red Velvet Cake,73,16,Tuesday,0,0
2023-04-03,Iced Latte,Milk,189,17,Monday,0,0
2023-07-13,Red Eye,Coffee,270,19,Thursday,0,1
2023-01-22,Muffin,Flour,60,21,Sunday,1,1
2023-10-21,Red Eye,Milk,192,23,Saturday,1,0
2023-02-21,Pizza,Dough,157,27,Tuesday,1,1
2023-10-05,Macchiato,Milk,209,28,Thursday,0,1
2023-09-15,Flat White,Milk,293,30,Friday,0,0
2023-06-13,Pizza,Tomato,143,15,Tuesday,0,0
2023-12-03,Pizza,Cheese,237,20,Sunday,1,0
2023-09-16,Granola Bar,Honey,268,15,Saturday,1,1
2023-04-01,Cappuccino,Foam,206,15,Saturday,1,1
2023-10-16,Muffin,Flour,238,28,Monday,1,0
2023-06-19,Brioche,Sugar,203,30,Monday,0,0
2023-01-20,Watermelon Mojito,Lime,102,18,Friday,0,0
2023-08-12,Peach Iced Tea,Tea,185,38,Saturday,1,1
2023-06-12,Flat White,Espresso,190,37,Monday,0,0
2023-03-24,Pineapple Delight Pastry,Pineapple,215,26,Friday,0,1
2023-05-09,Cappuccino,Espresso,76,17,Tuesday,1,1
2023-07-29,Mousse,Eggs,181,37,Saturday,0,1
2023-07-06,Gourmet Belgian Cold Chocolate,Milk,238,24,Thursday,1,0
2023-12-09,Tropical Iceberg,Ice,164,30,Saturday,1,0
2023-08-31,Mousse,Eggs,63,28,Thursday,1,1
2023-09-02,Affogato,Espresso,105,20,Saturday,1,0
2023-02-07,Vanilla Latte,Milk,152,38,Tuesday,0,1
2023-04-24,Cake,Sugar,266,22,Monday,0,1
2023-04-03,Iced Latte,Milk,189,17,Monday,0,0
2023-11-12,Cafe Latte,Milk,204,34,Sunday,1,1
2023-02-19,Hot Velvet Coffee,Chocolate,84,38,Sunday,0,0
2023-04-14,Mousse,Chocolate,206,24,Friday,0,0
2023-12-03,Pizza,Tomato,294,16,Sunday,1,0
2023-06-23,Macchiato,Espresso,285,40,Friday,0,0
2023-10-27,Cupcake,Eggs,96,30,Friday,1,1
2023-08-04,Vegan Shake,Banana,240,29,Friday,1,1
2023-03-27,Dark Frappe,Ice,192,17,Monday,1,0
2023-10-26,Salad,Lettuce,134,37,Thursday,0,1
2023-09-17,Cookie,Sugar,250,32,Sunday,1,1
2023-09-25,Eclair,Cream,190,28,Monday,1,0
2023-12-30,Mango Frappe,Milk,172,39,Saturday,0,1
2023-05-18,Gourmet Belgian Cold Chocolate,Chocolate,106,32,Thursday,1,1
2023-07-07,Panini,Ham,94,38,Friday,1,1
2023-07-21,Pineapple Delight Pastry,Butter,129,16,Friday,1,0
2023-12-10,Lemon Green Coffee,Lemon,119,23,Sunday,1,0
2023-04-07,Green Tea,Green Tea,57,38,Friday,1,1
2023-11-14,Dark Frappe,Coffee,281,28,Tuesday,1,0
2023-02-12,Cutlet,Spices,156,34,Sunday,0,0
2023-07-25,Tropical Iceberg,Ice,194,17,Tuesday,1,0
2023-10-05,Macchiato,Milk,209,28,Thursday,0,1
2023-03-07,Red Velvet Cake Shake,Red Velvet Cake,172,35,Tuesday,1,0
2023-09-16,Granola Bar,Honey,268,15,Saturday,1,1
2023-11-16,Eclair,Chocolate,128,25,Thursday,0,0
2023-10-16,Muffin,Eggs,144,21,Monday,0,1
2023-11-21,Tropical Iceberg,Ice,152,22,Tuesday,1,1
2023-01-11,Salad,Tomato,289,39,Wednesday,1,0
2023-03-08,Eclair,Cream,65,31,Wednesday,1,0
2023-11-07,Cake,Sugar,157,24,Tuesday,0,1
2023-05-10,Vienna,Coffee,295,16,Wednesday,0,0
2023-09-22,Cookie,Flour,73,38,Friday,0,0
2023-03-04,Peach Iced Tea,Peach,164,20,Saturday,1,1
2023-07-25,Tropical Iceberg,Ice,194,17,Tuesday,1,0
2023-05-02,Herbal Tea,Herbs,293,40,Tuesday,0,0
2023-09-08,Cake,Flour,92,17,Friday,1,1
2023-07-13,Red Eye,Espresso,110,16,Thursday,1,0
2023-12-09,Tropical Iceberg,Pineapple,230,18,Saturday,1,0
2023-01-24,Lemon Green Coffee,Coffee,141,25,Tuesday,1,1
2023-01-12,Cappuccino,Foam,220,38,Thursday,1,0
2023-11-21,Tropical Iceberg,Ice,152,22,Tuesday,1,1
2023-07-03,Dark Frappe,Coffee,154,17,Monday,0,0
2023-10-14,Brownie,Chocolate,55,19,Saturday,0,1
2023-10-27,Cupcake,Sugar,276,15,Friday,0,0
2023-08-28,Bagel,Yeast,240,16,Monday,0,1
2023-10-22,Donut,Eggs,166,15,Sunday,1,0
2023-01-09,Red Velvet Cake Shake,Milk,112,33,Monday,1,0
2023-12-09,Tropical Iceberg,Ice,164,30,Saturday,1,0
2023-07-22,Iced Mocha,Chocolate,55,36,Saturday,1,1
2023-01-06,Vanilla Cappuccino,Espresso,285,20,Friday,0,0
2023-04-09,Elaichi Tea,Tea,283,40,Sunday,0,1
2023-02-10,Classic Lemonade,Water,262,24,Friday,0,0
2023-10-25,Red Velvet Cake Shake,Milk,117,25,Wednesday,1,0
2023-10-22,Donut,Eggs,166,15,Sunday,1,0
2023-02-03,Turmeric Ginger Cappuccino,Espresso,190,34,Friday,0,1
2023-11-28,Red Eye,Milk,279,21,Tuesday,0,1
2023-11-11,Filter Coffee,Coffee,207,21,Saturday,0,1
2023-05-07,Macchiato,Milk,218,40,Sunday,1,0
2023-03-06,Donut,Eggs,110,26,Monday,1,1
2023-05-01,Scone,Butter,184,17,Monday,1,1
2023-09-05,Long Black,Water,117,21,Tuesday,0,1
2023-02-07,Vanilla Latte,Espresso,145,18,Tuesday,0,0
2023-12-22,Donut,Sugar,166,17,Friday,0,0
2023-07-30,Cafe Latte,Espresso,224,25,Sunday,0,0
2023-06-10,Crackling Brownie Pastry,Chocolate,63,16,Saturday,1,1
2023-11-22,Elaichi Tea,Tea,165,23,Wednesday,0,0
2023-05-22,Salad,Tomato,146,28,Monday,1,0
2023-09-25,Eclair,Flour,191,18,Monday,0,0
2023-12-30,Mango Frappe,Ice,251,27,Saturday,0,1
2023-04-01,Cappuccino,Espresso,219,40,Saturday,0,1
2023-10-13,Ginger Tea,Tea,99,18,Friday,0,1
2023-05-22,Salad,Tomato,146,28,Monday,1,0
2023-08-12,Peach Iced Tea,Peach,94,24,Saturday,1,1
2023-03-13,Iced Coffee,Ice,292,33,Monday,0,0
2023-09-09,Pasta,Pasta,244,33,Saturday,0,1
2023-01-27,Cocoa Fantasy Pastry,Flour,104,18,Friday,0,1
2023-04-11,Pizza,Tomato,198,24,Tuesday,0,0
2023-04-11,Pizza,Tomato,198,24,Tuesday,0,0
2023-11-17,Pudding,Sugar,123,36,Friday,1,0
2023-08-25,Pasta,Pasta,114,18,Friday,1,1
2023-12-23,Iced Tea Latte,Ice,258,15,Saturday,1,1
2023-12-25,Iced Cappuccino,Espresso,270,33,Monday,0,1
2023-02-22,Donut,Sugar,154,24,Wednesday,0,1
2023-01-08,Popcorn,Corn,291,20,Sunday,1,0
2023-08-13,Gourmet Belgian Hot Chocolate,Milk,83,23,Sunday,0,1
2023-06-11,Hazelnut Brownie Cake Shake,Milk,149,21,Sunday,0,1
2023-01-14,Crackling Brownie Pastry,Flour,69,40,Saturday,0,1
2023-03-26,Pudding,Milk,184,17,Sunday,0,0
2023-04-14,Mousse,Eggs,153,36,Friday,0,1
2023-12-29,Tropical Iceberg,Coconut,66,15,Friday,1,0
2023-08-29,Iced Latte,Espresso,220,27,Tuesday,1,0
2023-11-20,Watermelon Granita,Ice,254,37,Monday,1,0
2023-03-19,Affogato,Ice Cream,93,36,Sunday,1,1
2023-06-22,Breve,Espresso,92,35,Thursday,0,0
